scientificname,identifiedby_att,correto?,nome_real
Piper aduncum,M. Carvalho-Silva,1,Piper aduncum
Piper aduncum,M. Carvalho-Silva,1,Piper aduncum
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper alnoides,"Guimarães, EF",0,Piper
Piper alnoides,"Guimarães, EF",0,Piper
Piper amalago medium,"Guimarães, EF",0,Piper amalago
Piper amplum,"Guimarães, EF",1,Piper amplum
Piper amplum,"Guimarães, EF",1,Piper amplum
Piper amplum,"Guimarães, EF",1,Piper amplum
Piper amplum,"Guimarães, EF",1,Piper amplum
Piper amplum,D. Monteiro,1,Piper amplum
Piper arboreum arboreum,"Guimarães, EF",0,Piper arboreum
Piper arboreum arboreum,"Guimarães, EF",0,Piper arboreum
Piper arboreum arboreum,"Guimarães, EF",0,Piper arboreum
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper caldense,"Guimarães, EF",1,Piper caldense
Piper caldense,D. Monteiro,1,Piper caldense
Piper caldense,D. Monteiro,1,Piper caldense
Piper caldense,M. Carvalho-Silva,1,Piper caldense
Piper cernuum,"Guimarães, EF",1,Piper cernuum
Piper chimonanthifolium,D. Monteiro,0,Piper
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper corcovadensis,D. Monteiro,1,Piper corcovadensis
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper crassinervium,"Guimarães, EF",1,Piper crassinervium
Piper crassinervium,"Guimarães, EF",1,Piper crassinervium
Piper crassinervium,D. Monteiro,1,Piper crassinervium
Piper crassinervium,M. Carvalho-Silva,1,Piper crassinervium
Piper dilatatum,M. Carvalho-Silva,1,Piper dilatatum
Piper dilatatum,"Guimarães, EF",1,Piper dilatatum
Piper dilatatum,"Guimarães, EF",1,Piper dilatatum
Piper dilatatum,"Guimarães, EF",1,Piper dilatatum
Piper diospyrifolium,"Guimarães, EF",0,Piper
Piper diospyrifolium,"Guimarães, EF",0,Piper
Piper diospyrifolium,"Guimarães, EF",0,Piper
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper glabratum,"Guimarães, EF",1,Piper glabratum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper malacophyllum,"Guimarães, EF",1,Piper malacophyllum
Piper malacophyllum,"Guimarães, EF",1,Piper malacophyllum
Piper malacophyllum,"Guimarães, EF",1,Piper malacophyllum
Piper malacophyllum,D. Monteiro,1,Piper malacophyllum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper mollicomum,M. Carvalho-Silva,1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper mollicomum,D. Monteiro,1,Piper mollicomum
Piper mollicomum,D. Monteiro,1,Piper mollicomum
Piper mollicomum,D. Monteiro,1,Piper mollicomum
Piper ovatum,"Guimarães, EF",1,Piper ovatum
Piper ovatum,"Guimarães, EF",1,Piper ovatum
Piper ovatum,D. Monteiro,1,Piper ovatum
Piper piritubanum,"Guimarães, EF",0,Piper
Piper reitzii,"Guimarães, EF",0,Piper
Piper rivinoides,D. Monteiro,1,Piper rivinoides
Piper rivinoides,D. Monteiro,1,Piper rivinoides
Piper rivinoides,D. Monteiro,1,Piper rivinoides
Piper solmsianum,"Guimarães, EF",1,Piper solmsianum
Piper solmsianum,"Guimarães, EF",1,Piper solmsianum
Piper solmsianum hilarianum,D. Monteiro,0,Piper solmsianum
Piper subcinereum,"Guimarães, EF",0,Piper
Piper tectoniifolium,M. Carvalho-Silva,1,Piper tectoniifolium
Piper ulei,"Guimarães, EF",0,Piper
Piper umbellatum,"Guimarães, EF",1,Piper umbellatum
Piper umbellatum,"Guimarães, EF",1,Piper umbellatum
Piper umbellatum,"Guimarães, EF",1,Piper umbellatum
Piper xylosteoides,"Guimarães, EF",1,Piper xylosteoides
Piper xylosteoides,"Guimarães, EF",1,Piper xylosteoides
Piper xylosteoides,"Guimarães, EF",1,Piper xylosteoides
Piper xylosteoides,"Guimarães, EF",1,Piper xylosteoides
Piper xylosteoides,"Guimarães, EF",1,Piper xylosteoides
Piper xylosteoides,"Guimarães, EF",1,Piper xylosteoides
Piper xylosteoides,"Guimarães, EF",1,Piper xylosteoides
Piper aduncum,"Marcusso, GM",1,Piper aduncum
Piper arboreum,"Guimarães, EF",1,Piper arboreum
Piper caldense,"Carvalho-Silva, M",1,Piper caldense
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Peperomia tetraphylla,"Carvalho-Silva, M",1,Peperomia tetraphylla
Piper tuberculatum,"Carvalho-Silva, M",1,Piper tuberculatum
Manekia obtusa,D. Monteiro,1,Manekia obtusa
Manekia obtusa,D. Monteiro,1,Manekia obtusa
Peperomia alata,D. Monteiro,1,Peperomia alata
Peperomia alata,"Machado-Silva, T.",1,Peperomia alata
Peperomia arifolia,D. Monteiro,1,Peperomia arifolia
Peperomia balansana,M. Carvalho-Silva,1,Peperomia balansana
Peperomia barbarana,"Machado-Silva, T.",1,Peperomia barbarana
Peperomia barbarana,"Machado-Silva, T.",1,Peperomia barbarana
Peperomia blanda,D. Monteiro,1,Peperomia blanda
Peperomia blanda,"Guimarães, EF",1,Peperomia blanda
Peperomia castelosensis,D. Monteiro,1,Peperomia castelosensis
Peperomia catharinae,D. Monteiro,1,Peperomia catharinae
Peperomia catharinae,D. Monteiro,1,Peperomia catharinae
Peperomia clivicola,D. Monteiro,1,Peperomia clivicola
Peperomia clivicola,D. Monteiro,1,Peperomia clivicola
Peperomia corcovadensis latifolia,T. G. Yuncker,0,Peperomia corcovadensis
Peperomia elongata,M. Carvalho-Silva,1,Peperomia elongata
Peperomia glabella,"Callejas, R",1,Peperomia glabella
Peperomia glabella,D. Monteiro,1,Peperomia glabella
Peperomia glabella,M. Carvalho-Silva,1,Peperomia glabella
Peperomia glabella glabella,"Guimarães, EF",0,Peperomia glabella
Peperomia glabella nervulosa,T. G. Yuncker,0,Peperomia glabella
Peperomia hispidula,D. Monteiro,1,Peperomia hispidula
Peperomia hispidula,"Machado-Silva, T.",1,Peperomia hispidula
Peperomia lyman-smithii,D. Monteiro,1,Peperomia lyman-smithii
Peperomia martiana,D. Monteiro,1,Peperomia martiana
Peperomia martiana,"Guimarães, EF",1,Peperomia martiana
Peperomia martiana,"Machado-Silva, T.",1,Peperomia martiana
Peperomia nitida,M. Carvalho-Silva,1,Peperomia nitida
Peperomia pereskiaefolia,D. Monteiro,1,Peperomia pereskiaefolia
Peperomia pereskiaefolia,T. G. Yuncker,1,Peperomia pereskiaefolia
Peperomia pereskiaefolia,"Guimarães, EF",1,Peperomia pereskiaefolia
Peperomia pseudoestrellensis,T. G. Yuncker,1,Peperomia pseudoestrellensis
Peperomia psilostachya,"Machado-Silva, T.",1,Peperomia psilostachya
Peperomia rotundifolia,T. G. Yuncker,1,Peperomia rotundifolia
Peperomia tetraphylla,D. Monteiro,1,Peperomia tetraphylla
Peperomia tetraphylla,T. G. Yuncker,1,Peperomia tetraphylla
Peperomia tetraphylla,D. Monteiro,1,Peperomia tetraphylla
Peperomia tetraphylla,D. Monteiro,1,Peperomia tetraphylla
Peperomia tetraphylla,"Machado-Silva, T.",1,Peperomia tetraphylla
Peperomia trineurioides,T. G. Yuncker,0,Peperomia trineuroides
Peperomia urocarpa,D. Monteiro,1,Peperomia urocarpa
Peperomia urocarpa,T. G. Yuncker,1,Peperomia urocarpa
Peperomia urocarpa,D. Monteiro,1,Peperomia urocarpa
Peperomia urocarpa,"Machado-Silva, T.",1,Peperomia urocarpa
Peperomia urocarpa,"Machado-Silva, T.",1,Peperomia urocarpa
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper alnoides,"Guimarães, EF",0,Piper
Piper amalago,"Guimarães, EF",1,Piper amalago
Piper amplum,D. Monteiro,1,Piper amplum
Piper amplum,"Guimarães, EF",1,Piper amplum
Piper arboreum,"Callejas, R",1,Piper arboreum
Piper caldense,D. Monteiro,1,Piper caldense
Piper callosum,D. Monteiro,1,Piper callosum
Piper cernuum,D. Monteiro,1,Piper cernuum
Piper gaudichaudianum,T. G. Yuncker,1,Piper gaudichaudianum
Piper gaudichaudianum,T. G. Yuncker,1,Piper gaudichaudianum
Piper gaudichaudianum,M. Carvalho-Silva,1,Piper gaudichaudianum
Piper gaudichaudianum,M. Carvalho-Silva,1,Piper gaudichaudianum
Piper gaudichaudianum,M. Carvalho-Silva,1,Piper gaudichaudianum
Piper gaudichaudianum,M. Carvalho-Silva,1,Piper gaudichaudianum
Piper gaudichaudianum,M. Carvalho-Silva,1,Piper gaudichaudianum
Piper gaudichaudianum,"Guimarães, EF",1,Piper gaudichaudianum
Piper leucanthum,T. G. Yuncker,0,Piper
Piper lindbergii,T. G. Yuncker,0,Piper
Piper lindbergii,T. G. Yuncker,0,Piper
Piper lucaeanum,T. G. Yuncker,0,Piper
Piper mikanianum,"Callejas, R",1,Piper mikanianum
Piper mikanianum,T. G. Yuncker,1,Piper mikanianum
Piper mollicomum,D. Monteiro,1,Piper mollicomum
Piper mollicomum,D. Monteiro,1,Piper mollicomum
Piper mollicomum,D. Monteiro,1,Piper mollicomum
Piper obumbratum,T. G. Yuncker,0,Piper
Piper ovatum,D. Monteiro,1,Piper ovatum
Piper pseudolanceolatum,T. G. Yuncker,0,Piper
Piper richardiifolium,T. G. Yuncker,1,Piper richardiifolium
Piper solmsianum,"Callejas, R",1,Piper solmsianum
Piper solmsianum,"Guimarães, EF",1,Piper solmsianum
Piper tuberculatum,M. Carvalho-Silva,1,Piper tuberculatum
Piper umbellatum,D. Monteiro,1,Piper umbellatum
Piper umbellatum,D. Monteiro,1,Piper umbellatum
Piper umbellatum,D. Monteiro,1,Piper umbellatum
Piper umbellatum,D. Monteiro,1,Piper umbellatum
Piper xylosteoides,M. Carvalho-Silva,1,Piper xylosteoides
Manekia obtusa,"Guimarães, EF",1,Manekia obtusa
Manekia obtusa,"Guimarães, EF",1,Manekia obtusa
Peperomia clivicola,"Machado-Silva, T.",1,Peperomia clivicola
Peperomia blanda,"Guimarães, EF",1,Peperomia blanda
Peperomia alata,T. G. Yuncker,1,Peperomia alata
Peperomia alata,"Guimarães, EF",1,Peperomia alata
Peperomia alata,"Machado-Silva, T.",1,Peperomia alata
Peperomia alata,"Machado-Silva, T.",1,Peperomia alata
Peperomia balansana,"Machado-Silva, T.",1,Peperomia balansana
Peperomia barbarana,T. G. Yuncker,1,Peperomia barbarana
Peperomia barbarana,"Guimarães, EF",1,Peperomia barbarana
Peperomia barbarana,"Machado-Silva, T.",1,Peperomia barbarana
Peperomia barbarana,"Machado-Silva, T.",1,Peperomia barbarana
Peperomia blanda,"Machado-Silva, T.",1,Peperomia blanda
Peperomia blanda,"Machado-Silva, T.",1,Peperomia blanda
Peperomia calophylla,"Machado-Silva, T.",1,Peperomia calophylla
Peperomia catharinae,T. G. Yuncker,1,Peperomia catharinae
Peperomia catharinae,"Machado-Silva, T.",1,Peperomia catharinae
Peperomia catharinae,"Machado-Silva, T.",1,Peperomia catharinae
Peperomia catharinae,"Machado-Silva, T.",1,Peperomia catharinae
Peperomia catharinae,"Machado-Silva, T.",1,Peperomia catharinae
Peperomia circinnata,"Machado-Silva, T.",1,Peperomia circinnata
Peperomia circinnata,"Machado-Silva, T.",1,Peperomia circinnata
Peperomia corcovadensis,"Guimarães, EF",1,Peperomia corcovadensis
Peperomia corcovadensis,"Guimarães, EF",1,Peperomia corcovadensis
Peperomia corcovadensis,"Machado-Silva, T.",1,Peperomia corcovadensis
Peperomia corcovadensis,"Machado-Silva, T.",1,Peperomia corcovadensis
Peperomia corcovadensis,"Machado-Silva, T.",1,Peperomia corcovadensis
Peperomia diaphanoides,"Machado-Silva, T.",1,Peperomia diaphanoides
Peperomia diaphanoides,"Machado-Silva, T.",1,Peperomia diaphanoides
Peperomia duartei,"Machado-Silva, T.",1,Peperomia duartei
Peperomia elongata,"Machado-Silva, T.",1,Peperomia elongata
Peperomia elongata,"Machado-Silva, T.",1,Peperomia elongata
Peperomia glabella,"Marcusso, GM",1,Peperomia glabella
Peperomia glabella,"Machado-Silva, T.",1,Peperomia glabella
Peperomia glabella,"Machado-Silva, T.",1,Peperomia glabella
Peperomia hilariana,"Machado-Silva, T.",1,Peperomia hilariana
Peperomia hispidula,"Machado-Silva, T.",1,Peperomia hispidula
Peperomia ibiramana,"Machado-Silva, T.",0,Peperomia
Peperomia lanceolato-peltata,"Machado-Silva, T.",1,Peperomia lanceolato-peltata
Peperomia martiana,"Machado-Silva, T.",1,Peperomia martiana
Peperomia martiana,"Machado-Silva, T.",1,Peperomia martiana
Peperomia martiana,"Machado-Silva, T.",1,Peperomia martiana
Peperomia martiana,"Machado-Silva, T.",1,Peperomia martiana
Peperomia pereskiaefolia,"Machado-Silva, T.",1,Peperomia pereskiaefolia
Peperomia pereskiifolia,"Machado-Silva, T.",0,Peperomia pereskiaefolia
Peperomia pseudoestrellensis,"Guimarães, EF",1,Peperomia pseudoestrellensis
Peperomia psilostachya,"Guimarães, EF",1,Peperomia psilostachya
Peperomia rizzinii,"Machado-Silva, T.",0,Peperomia
Peperomia rotundifolia,T. G. Yuncker,1,Peperomia rotundifolia
Peperomia rotundifolia,"Machado-Silva, T.",1,Peperomia rotundifolia
Peperomia rotundifolia,"Guimarães, EF",1,Peperomia rotundifolia
Peperomia rotundifolia,"Machado-Silva, T.",1,Peperomia rotundifolia
Peperomia rotundifolia,"Machado-Silva, T.",1,Peperomia rotundifolia
Peperomia subrubrispica,"Machado-Silva, T.",1,Peperomia subrubrispica
Peperomia subrubrispica,"Machado-Silva, T.",1,Peperomia subrubrispica
Peperomia subrubrispica,"Machado-Silva, T.",1,Peperomia subrubrispica
Peperomia tenella,"Marcusso, GM",1,Peperomia tenella
Peperomia tetraphylla,"Guimarães, EF",1,Peperomia tetraphylla
Peperomia tetraphylla,"Machado-Silva, T.",1,Peperomia tetraphylla
Peperomia tetraphylla,"Machado-Silva, T.",1,Peperomia tetraphylla
Peperomia tetraphylla,"Machado-Silva, T.",1,Peperomia tetraphylla
Peperomia tetraphylla,"Guimarães, EF",1,Peperomia tetraphylla
Peperomia tetraphylla,"Machado-Silva, T.",1,Peperomia tetraphylla
Peperomia trineuroides,"Machado-Silva, T.",1,Peperomia trineuroides
Peperomia tetraphylla,"Machado-Silva, T.",1,Peperomia tetraphylla
Peperomia tetraphylla,"Machado-Silva, T.",1,Peperomia tetraphylla
Peperomia trineuroides,"Machado-Silva, T.",1,Peperomia trineuroides
Peperomia trineuroides,"Machado-Silva, T.",1,Peperomia trineuroides
Peperomia trineuroides,"Guimarães, EF",1,Peperomia trineuroides
Peperomia trineuroides,"Machado-Silva, T.",1,Peperomia trineuroides
Peperomia trineuroides,"Machado-Silva, T.",1,Peperomia trineuroides
Peperomia trineuroides,"Machado-Silva, T.",1,Peperomia trineuroides
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,T. G. Yuncker,1,Peperomia urocarpa
Peperomia urocarpa,"Guimarães, EF",1,Peperomia urocarpa
Peperomia urocarpa,"Machado-Silva, T.",1,Peperomia urocarpa
Peperomia urocarpa,"Machado-Silva, T.",1,Peperomia urocarpa
Peperomia urocarpa,"Machado-Silva, T.",1,Peperomia urocarpa
Peperomia urocarpa,"Machado-Silva, T.",1,Peperomia urocarpa
Peperomia urocarpa,"Machado-Silva, T.",1,Peperomia urocarpa
Peperomia urocarpa,"Machado-Silva, T.",1,Peperomia urocarpa
Peperomia urocarpa,"Machado-Silva, T.",1,Peperomia urocarpa
Peperomia urocarpa,"Machado-Silva, T.",1,Peperomia urocarpa
Piper aduncum,"Guimarães, EF",1,Piper aduncum
Piper anisum,D. Monteiro,1,Piper anisum
Piper arboreum,D. Monteiro,1,Piper arboreum
Piper arboreum arboreum,"Guimarães, EF",0,Piper arboreum
Piper arboreum arboreum,"Guimarães, EF",0,Piper arboreum
Piper arboreum arboreum,"Guimarães, EF",0,Piper arboreum
Piper caldense,"Carvalho-Silva, M",1,Piper caldense
Piper carautensei,"Guimarães, EF",0,Piper
Piper cernuum,"Guimarães, EF",1,Piper cernuum
Piper cernuum,D. Monteiro,1,Piper cernuum
Piper corcovadensis,"Guimarães, EF",1,Piper corcovadensis
Piper crassinervium,T. G. Yuncker,1,Piper crassinervium
Piper crassinervium,"Guimarães, EF",1,Piper crassinervium
Piper crassinervium,"Guimarães, EF",1,Piper crassinervium
Piper cuyabanum,"Callejas, R",1,Piper cuyabanum
Piper cuyabanum,"Guimarães, EF",1,Piper cuyabanum
Piper gaudichaudianum,T. G. Yuncker,1,Piper gaudichaudianum
Piper gaudichaudianum,T. G. Yuncker,1,Piper gaudichaudianum
Piper gaudichaudianum,T. G. Yuncker,1,Piper gaudichaudianum
Piper gaudichaudianum,T. G. Yuncker,1,Piper gaudichaudianum
Piper glabratum,"Guimarães, EF",1,Piper glabratum
Piper glabratum,"Guimarães, EF",1,Piper glabratum
Piper hispidum,T. G. Yuncker,1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum,"Guimarães, EF",1,Piper hispidum
Piper hispidum magnifolium,T. G. Yuncker,0,Piper hispidum
Piper hispidum magnifolium,T. G. Yuncker,0,Piper hispidum
Piper hoffmannseggianum,M. Carvalho-Silva,1,Piper hoffmannseggianum
Piper hoffmannseggianum,"Guimarães, EF",1,Piper hoffmannseggianum
Piper jubimarginatum,"Guimarães, EF",0,Piper
Piper lhotzkyanum,"Guimarães, EF",1,Piper lhotzkyanum
Piper lucaeanum,"Guimarães, EF",0,Piper
Piper mikanianum,T. G. Yuncker,1,Piper mikanianum
Piper mikanianum,T. G. Yuncker,1,Piper mikanianum
Piper mikanianum,T. G. Yuncker,1,Piper mikanianum
Piper mikanianum,"Guimarães, EF",1,Piper mikanianum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper miquelianum,"Guimarães, EF",1,Piper miquelianum
Piper mollicomum,"Guimarães, EF",1,Piper mollicomum
Piper ovatum,"Guimarães, EF",1,Piper ovatum
Piper permucronatum cilliatum,"Guimarães, EF",0,Piper permucronatum
Piper richardiifolium,"Guimarães, EF",1,Piper richardiifolium
Piper solmsianum,M. Carvalho-Silva,1,Piper solmsianum
Piper solmsianum,"Callejas, R",1,Piper solmsianum
Piper solmsianum,"Guimarães, EF",1,Piper solmsianum
Piper solmsianum,"Carvalho-Silva, M",1,Piper solmsianum
Piper tectoniifolium,D. Monteiro,1,Piper tectoniifolium
Piper tuberculatum,"Marcusso, GM",1,Piper tuberculatum
Piper tuberculatum,D. Monteiro,1,Piper tuberculatum
Piper umbellatum,"Guimarães, EF",1,Piper umbellatum
Piper umbellatum,"Guimarães, EF",1,Piper umbellatum
Piper umbellatum,"Guimarães, EF",1,Piper umbellatum
Piper umbellatum,"Guimarães, EF",1,Piper umbellatum
Piper xylosteoides,T. G. Yuncker,1,Piper xylosteoides
Piper xylosteoides,T. G. Yuncker,1,Piper xylosteoides
Indet.,"Guimarães, EF",1,Indet.
Peperomia blanda,M. Carvalho-Silva,1,Peperomia blanda
Peperomia blanda,M. Carvalho-Silva,1,Peperomia blanda
Peperomia circinnata,"Guimarães, EF",1,Peperomia circinnata
Peperomia dahlstedtii,"Guimarães, EF",1,Peperomia dahlstedtii
